   5.00532198       5.47921343E-04  0.226383299      0.478669822       2.09178448       29.3865929      -3.39703934E-06   2.49356817E-05  0.475797534       1.00603676       2.18385696       9.27958731E-03   2.49677159E-05   2.78196858E-05   967.359741       4.36815955E-02  -451932.031       1.92809153       1.29903806E-02
   5.01056719       2.31308819E-04   9.65911821E-02  -6.50660023E-02   2.57428885       29.3865929      -3.39703934E-06   2.49338627E-05  0.310791224     -0.209355995       5.11836100       9.28094052E-03   2.49677159E-05   2.81130597E-05   967.359741       4.34530787E-02  -459099.688       1.92809153       1.29903806E-02
   5.01581240       6.96140807E-04  0.293806702     -0.544535398       1.84113944       29.3865929      -3.39703934E-06   2.49320437E-05  0.542039394      -1.00460482       1.68270099       9.28229466E-03   2.49677159E-05   2.84095277E-05   967.359741       4.32257541E-02  -466381.062       1.92809153       1.29903806E-02
   5.02105761       1.42910471E-03  0.609604299     -0.402844429      0.667161226       29.3865929      -3.39703934E-06   2.49302248E-05  0.780771613     -0.515956819      0.811000228       9.28364974E-03   2.49677159E-05   2.87091243E-05   967.359741       4.29996215E-02  -473777.906       1.92809153       1.29903806E-02
   5.02630281       1.55615213E-03  0.670896232      0.224293083      0.439304620       29.3865929      -3.39703934E-06   2.49284058E-05  0.819082558      0.273834527      0.736908197       9.28500481E-03   2.49677159E-05   2.90118805E-05   967.359741       4.27746698E-02  -481292.062       1.92809153       1.29903806E-02
   5.03154802       8.89118470E-04  0.387420177      0.577968717       1.49312818       29.3865929      -3.39703934E-06   2.49265868E-05  0.622430861      0.928566933       1.27610457       9.28635988E-03   2.49677159E-05   2.93178291E-05   967.359741       4.25508954E-02  -488925.375       1.92809153       1.29903806E-02
   5.03679323       2.50505167E-04  0.110321097      0.184248567       2.52324629       29.3865929      -3.39703934E-06   2.49247678E-05  0.332146198      0.554721296       4.48135757       9.28771496E-03   2.49677159E-05   2.96270046E-05   967.359741       4.23282906E-02  -496679.781       1.92809153       1.29903806E-02
   5.04203844       4.80865827E-04  0.214035183     -0.461649835       2.13767648       29.3865929      -3.39703934E-06   2.49229488E-05  0.462639362     -0.997861147       2.30983472       9.28907190E-03   2.49677159E-05   2.99394414E-05   967.359741       4.21068519E-02  -504557.156       1.92809153       1.29903806E-02
   5.04728365       1.26945705E-03  0.571082115     -0.467292875      0.810358644       29.3865929      -3.39703934E-06   2.49211298E-05  0.755699754     -0.618357837      0.865702450       9.29042697E-03   2.49677159E-05   3.02551689E-05   967.359741       4.18865718E-02  -512559.469       1.92809153       1.29903806E-02
   5.05252886       1.48481596E-03  0.675106883      0.203928769      0.423644453       29.3865929      -3.39703934E-06   2.49193108E-05  0.821648896      0.248194546      0.732308984       9.29178391E-03   2.49677159E-05   3.05742324E-05   967.359741       4.16674428E-02  -520688.719       1.92809153       1.29903806E-02
   5.05777407       7.82064686E-04  0.359386593      0.574145496       1.59733617       29.3865929      -3.39703934E-06   2.49174918E-05  0.599488616      0.957725465       1.37564015       9.29313991E-03   2.49677159E-05   3.08966555E-05   967.359741       4.14494574E-02  -528946.938       1.92809153       1.29903806E-02
